div,description,standard,category,brand,tag,modelPartNo,serialIdNo,range,externalToleranceLimit,internalTolerenceLimit,inUse,calibrationInterval,lastCalibration,calibrationDue,remainingMths,externalCal,calibrationReportNumber,calibrator,pic,actionForRenewalReminder
HY,(B.7)  LHD Test Rig: Temperature Probe with Indicator,(2)  LHD TEST RIG,"(B)  Flow Meter, Pressure Tranducer, Probe : 9 Units",HYDROTECHNIK,,34P3-18-S-01.37A2,18205CJ,(-50 ~ 200DegC),,,Y,2,26-Aug-24,26-Aug-26,18.1,In-House,TL-24-1124,OrchidCal,JS,
HY,(B.8)  LHD Test Rig: Flow meter,(2)  LHD TEST RIG,"(B)  Flow Meter, Pressure Tranducer, Probe : 9 Units",HYDROTECHNIK,,HYSense QT 100 31V7-72-S-35.030,24393Do,16~600 L/min,+/- 5%,,Y,2,8-Feb-24,7-Feb-26,11.4,In-House,53755,HYDROTECHNIK,JS,
HY,(3.A.1)  Valve Test Bench: Pressure Gauge,(3)  TOOLS FOR ST ENGINEERING'S JOB   (1 YEAR CALIBRATION INTERVAL),(3.A)  VALVE TEST BENCH  -  6 Units  (ST Engineering's Job),WIKA,MAIN,233.50.160,8972X5XXEw,0~600 BAR,,,Y,1,28/11/2024,28/11/2025,9.1,In-House,KSO-P1350,Key Solutions,JS,
HY,(3.A.2)  Valve Test Bench: Pressure Gauge,(3)  TOOLS FOR ST ENGINEERING'S JOB   (1 YEAR CALIBRATION INTERVAL),(3.A)  VALVE TEST BENCH  -  6 Units  (ST Engineering's Job),WIKA,PILOT,233.50.160,8972X5XVFb,0~250 BAR,,,Y,1,28/11/2024,28/11/2025,9.1,In-House,KSO-P1351,Key Solutions,JS,
HY,(3.A.3)  Valve Test Bench: Pressure Gauge,(3)  TOOLS FOR ST ENGINEERING'S JOB   (1 YEAR CALIBRATION INTERVAL),(3.A)  VALVE TEST BENCH  -  6 Units  (ST Engineering's Job),WIKA,A,233.50.160,8972X5XYGt,0~600 BAR,,,Y,1,28/11/2024,28/11/2025,9.1,In-House,KSO-P1347,Key Solutions,JS,
HY,(3.A.4)  Valve Test Bench: Pressure Gauge,(3)  TOOLS FOR ST ENGINEERING'S JOB   (1 YEAR CALIBRATION INTERVAL),(3.A)  VALVE TEST BENCH  -  6 Units  (ST Engineering's Job),WIKA,B,233.50.160,8972X5XWHp,0~600 BAR,,,Y,1,28/11/2024,28/11/2025,9.1,In-House,KSO-P1346,Key Solutions,JS,
HY,(3.A.5)  Valve Test Bench: Pressure Gauge,(3)  TOOLS FOR ST ENGINEERING'S JOB   (1 YEAR CALIBRATION INTERVAL),(3.A)  VALVE TEST BENCH  -  6 Units  (ST Engineering's Job),WIKA,C,213.53.100,880216XNIY,0~600 BAR,,,Y,1,28/11/2024,28/11/2025,9.1,In-House,KSO-P1348,Key Solutions,JS,
HY,(3.A.6)  Valve Test Bench: Pressure Gauge,(3)  TOOLS FOR ST ENGINEERING'S JOB   (1 YEAR CALIBRATION INTERVAL),(3.A)  VALVE TEST BENCH  -  6 Units  (ST Engineering's Job),WIKA,D,213.53.100,880216XMJH,0~600 BAR,,,Y,1,28/11/2024,28/11/2025,9.1,In-House,KSO-P1349,Key Solutions,JS,
HY,(3.B.1)  Valve & HPU Test Bench: Pressure Gauge,(3)  TOOLS FOR ST ENGINEERING'S JOB   (1 YEAR CALIBRATION INTERVAL),(3.B)  VALVE + HPU TEST BENCH - 5 Units (ST Engineering's Job),REXROTH,A,R900066323,5402PDBGKG,0 ~ 400 BAR,,,Y,1,3-Jan-25,3-Jan-26,10.3,In-House,KSO-P1396,Key Solutions,JS,
HY,(3.B.2)  Valve & HPU Test Bench: Pressure Gauge,(3)  TOOLS FOR ST ENGINEERING'S JOB   (1 YEAR CALIBRATION INTERVAL),(3.B)  VALVE + HPU TEST BENCH - 5 Units (ST Engineering's Job),REXROTH,B,R900066323,54024G38L7,0 ~ 400 BAR,,,Y,1,3-Jan-25,3-Jan-26,10.3,In-House,KSO-P1397,Key Solutions,JS,
HY,(3.B.3)  Valve & HPU Test Bench: Pressure Gauge,(3)  TOOLS FOR ST ENGINEERING'S JOB   (1 YEAR CALIBRATION INTERVAL),(3.B)  VALVE + HPU TEST BENCH - 5 Units (ST Engineering's Job),REXROTH,C,R900066323,54024G3AMF,0 ~ 400 BAR,,,Y,1,3-Jan-25,3-Jan-26,10.3,In-House,KSO-P1398,Key Solutions,JS,
HY,(3.B.4)  Valve & HPU Test Bench: Pressure Gauge,(3)  TOOLS FOR ST ENGINEERING'S JOB   (1 YEAR CALIBRATION INTERVAL),(3.B)  VALVE + HPU TEST BENCH - 5 Units (ST Engineering's Job),REXROTH,Pump 1,R900066323,5402PDAZNm,0 ~ 400 BAR,,,Y,1,3-Jan-25,3-Jan-26,10.3,In-House,KSO-P399,Key Solutions,JS,
HY,(3.B.5)  Valve & HPU Test Bench: Pressure Gauge,(3)  TOOLS FOR ST ENGINEERING'S JOB   (1 YEAR CALIBRATION INTERVAL),(3.B)  VALVE + HPU TEST BENCH - 5 Units (ST Engineering's Job),REXROTH,Pump 2,R900066323,5402PDCOOd,0 ~ 400 BAR,,,Y,1,3-Jan-25,3-Jan-26,10.3,In-House,KSO-P1400,Key Solutions,JS,
HY,(3.C.1) Torque Wrench,(3)  TOOLS FOR ST ENGINEERING'S JOB   (1 YEAR CALIBRATION INTERVAL),(3.C) TOOLING FOR ST ENGINEERING'S JOB USES,STAHLWILLE,,730/30 Quick,224098609PD,"60-300 N-m, 50-220 ft-ib",,,Y,1,4-Mar-24,4-Mar-25,0.1,Lab,654064,OrchidCal,RC,
HY,(3.C.2) Torque Wrench,(3)  TOOLS FOR ST ENGINEERING'S JOB   (1 YEAR CALIBRATION INTERVAL),(3.C) TOOLING FOR ST ENGINEERING'S JOB USES,STAHLWILLE,,730/30 Quick,124101300QE,"60-300 N-m, 50-220 ft-ib",,,Y,1,5-Mar-24,5-Mar-25,0.1,Lab,654561,OrchidCal,RC,
HY,(3.C.3) Torque Wrench,(3)  TOOLS FOR ST ENGINEERING'S JOB   (1 YEAR CALIBRATION INTERVAL),(3.C) TOOLING FOR ST ENGINEERING'S JOB USES,STAHLWILLE,,Manoskop 730/5 Quick,124059250Rz,"6-50 N-m, 5-36 ft-ib",,,Y,1,24-Dec-24,24-Dec-25,9.9,Lab,CTP 1911M-24,Key Solutions,RC,
HY,(3.C.4) Torque Wrench,(3)  TOOLS FOR ST ENGINEERING'S JOB   (1 YEAR CALIBRATION INTERVAL),(3.C) TOOLING FOR ST ENGINEERING'S JOB USES,STAHLWILLE,,Manoskop 730/5 Quick,224051383Sr,"6-50 N-m, 5-36 ft-ib",+/- 5%,,Y,1,24-Dec-24,24-Dec-25,9.9,Lab,CTP 1912M-24,Key Solutions,RC,
HY,(3.D.1) Flowmeter,(3)  TOOLS FOR ST ENGINEERING'S JOB   (1 YEAR CALIBRATION INTERVAL),(3.D) FLOWMETER FOR ST ENGINEERING'S JOB USES,AW-LAKE,Asset No: 100624.3,B4A-6HC-30  (¾” NPT (Female)),I91310324TQ,15 to 120 LPM,+/- 5%,,,1,18-Jan-25,18-Jan-26,10.8,Lab,ASTC25/1239,Key Solutions,,
HY,(3.D.2) Flowmeter,(3)  TOOLS FOR ST ENGINEERING'S JOB   (1 YEAR CALIBRATION INTERVAL),(3.D) FLOWMETER FOR ST ENGINEERING'S JOB USES,AW-LAKE,Asset No: 100624,B3A-6HT-15  (½” BSP),E49640521Ug,5 to 55 LPM,+/- 5%,,,1,18-Jan-25,18-Jan-26,10.8,Lab,ASTC25/1240,Key Solutions,,
HY,(3.D.3) Flowmeter,(3)  TOOLS FOR ST ENGINEERING'S JOB   (1 YEAR CALIBRATION INTERVAL),(3.D) FLOWMETER FOR ST ENGINEERING'S JOB USES,AW-LAKE,Asset No: 100624,B3A-6HR-02  (3/8” BSP),J52380924V4,240 bar,+/- 5%,,,1,18-Jan-25,18-Jan-26,10.8,Lab,ASWO25/1114,Key Solutions,,
LOG,Electronic Weighing Scale (3 Tons),TOOLING WITHOUT NEED FOR CALIBRATION -  FOR ROUGH MEASUREMENT USE ONLY,,A&D Weighing,-,AD-4328 Weighing Indicator,K4610230WE,3000KG x 1KG,,,Y,1,5-Sep-24,5-Sep-25,6.3,In-House,168598,CM Specialist Pte Ltd #97372433 ,M.H.,
FA,Vernier caliper,TOOLING WITHOUT NEED FOR CALIBRATION -  FOR ROUGH MEASUREMENT USE ONLY,,Hengliang,,,H22-3756Xn,2500 mm,,,Y,2,,,-,N.A,,Key Solutions,RK,
FA,Mahr Portable Roughness Checker,TOOLING WITHOUT NEED FOR CALIBRATION -  FOR ROUGH MEASUREMENT USE ONLY,,MAHR,,,12E201109004YO,,,,Y,2,,,-,N.A.,,,RK,
FA,"DUNKES Hydraulic Straightening Press, sensitively controlled Type",TOOLING WITHOUT NEED FOR CALIBRATION -  FOR ROUGH MEASUREMENT USE ONLY,,Dunkes,"100554
(ICC BASA L2)",HR 25,H22-3756,-,,,Y,2,,,-,N.A.,,"DCSG Internal Calibration
(Refer DCPD 50310-010)",RK,
LOG,Azano Electronic Platform Scale,TOOLING WITHOUT NEED FOR CALIBRATION -  FOR ROUGH MEASUREMENT USE ONLY,,Azono,-,VC-50,12E201109004,60KG X 0.01KG,,,Y,1,14-Jun-24,14-Jun-25,3.5,N.A.,167364,CM Specialist Pte Ltd #97372433 ,M.H.,
